[CityServiceResult{result=48029, methodName='getPopulationOfCountry', inputQuery='Seychelles', clientZone=1, turnaroundTime=175, executionTime=7, waitingTime=88, serverZone=1}]
[CityServiceResult{result=107338689, methodName='getPopulationOfCountry', inputQuery='Mexico', clientZone=3, turnaroundTime=1401, executionTime=3, waitingTime=1228, serverZone=2}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=1, turnaroundTime=1583, executionTime=3, waitingTime=1500, serverZone=1}]
[CityServiceResult{result=16357414, methodName='getPopulationOfCountry', inputQuery='Thailand', clientZone=4, turnaroundTime=800, executionTime=3, waitingTime=717, serverZone=4}]
[CityServiceResult{result=13020316, methodName='getPopulationOfCountry', inputQuery='Chile', clientZone=3, turnaroundTime=613, executionTime=5, waitingTime=528, serverZone=3}]
[CityServiceResult{result=233433, methodName='getPopulationOfCountry', inputQuery='Bhutan', clientZone=5, turnaroundTime=2192, executionTime=4, waitingTime=2108, serverZone=5}]
[CityServiceResult{result=374575, methodName='getPopulationOfCountry', inputQuery='Guadeloupe', clientZone=2, turnaroundTime=1318, executionTime=3, waitingTime=1235, serverZone=2}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=2, turnaroundTime=886, executionTime=3, waitingTime=713, serverZone=4}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=1, turnaroundTime=1582, executionTime=4, waitingTime=1498, serverZone=1}]
[CityServiceResult{result=662818, methodName='getPopulationOfCountry', inputQuery='Burundi', clientZone=1, turnaroundTime=793, executionTime=8, waitingTime=615, serverZone=3}]
[CityServiceResult{result=64035243, methodName='getPopulationOfCountry', inputQuery='Indonesia', clientZone=2, turnaroundTime=1407, executionTime=6, waitingTime=1321, serverZone=2}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=5, turnaroundTime=2122, executionTime=7, waitingTime=2035, serverZone=5}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=4, turnaroundTime=887, executionTime=6, waitingTime=801, serverZone=4}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=1, turnaroundTime=1672, executionTime=5, waitingTime=1587, serverZone=1}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=5, turnaroundTime=2204, executionTime=5, waitingTime=2119, serverZone=5}]
[CityServiceResult{result=1907246, methodName='getPopulationOfCountry', inputQuery='Tajikistan', clientZone=1, turnaroundTime=886, executionTime=7, waitingTime=709, serverZone=3}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=1, turnaroundTime=1762, executionTime=6, waitingTime=1676, serverZone=1}]
[CityServiceResult{result=16357414, methodName='getPopulationOfCountry', inputQuery='Thailand', clientZone=4, turnaroundTime=886, executionTime=7, waitingTime=799, serverZone=4}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=2, turnaroundTime=1239, executionTime=7, waitingTime=1152, serverZone=2}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=4, turnaroundTime=975, executionTime=6, waitingTime=889, serverZone=4}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=2, turnaroundTime=1068, executionTime=5, waitingTime=983, serverZone=2}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=5, turnaroundTime=2292, executionTime=7, waitingTime=2205, serverZone=5}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=1, turnaroundTime=1590, executionTime=5, waitingTime=1505, serverZone=1}]
[CityServiceResult{result=184225, methodName='getPopulationOfCountry', inputQuery='Guam', clientZone=1, turnaroundTime=977, executionTime=6, waitingTime=801, serverZone=3}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=5, turnaroundTime=2378, executionTime=5, waitingTime=2293, serverZone=5}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=4, turnaroundTime=982, executionTime=7, waitingTime=895, serverZone=4}]
[CityServiceResult{result=374575, methodName='getPopulationOfCountry', inputQuery='Guadeloupe', clientZone=2, turnaroundTime=893, executionTime=6, waitingTime=807, serverZone=2}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=3, turnaroundTime=805, executionTime=6, waitingTime=719, serverZone=3}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=1, turnaroundTime=1682, executionTime=7, waitingTime=1595, serverZone=1}]
[CityServiceResult{result=31731367, methodName='getPopulationOfCountry', inputQuery='Canada', clientZone=5, turnaroundTime=2300, executionTime=7, waitingTime=2213, serverZone=5}]
[CityServiceResult{result=374575, methodName='getPopulationOfCountry', inputQuery='Guadeloupe', clientZone=2, turnaroundTime=981, executionTime=6, waitingTime=895, serverZone=2}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=4, turnaroundTime=981, executionTime=7, waitingTime=894, serverZone=4}]
[CityServiceResult{result=374575, methodName='getPopulationOfCountry', inputQuery='Guadeloupe', clientZone=3, turnaroundTime=804, executionTime=6, waitingTime=718, serverZone=3}]
[CityServiceResult{result=7571439, methodName='getPopulationOfCountry', inputQuery='Kenya', clientZone=1, turnaroundTime=1770, executionTime=6, waitingTime=1684, serverZone=1}]
[CityServiceResult{result=8652407, methodName='getPopulationOfCountry', inputQuery='Portugal', clientZone=4, turnaroundTime=802, executionTime=7, waitingTime=715, serverZone=4}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=2, turnaroundTime=982, executionTime=7, waitingTime=895, serverZone=2}]
[CityServiceResult{result=5996338, methodName='getPopulationOfCountry', inputQuery='Senegal', clientZone=3, turnaroundTime=802, executionTime=8, waitingTime=714, serverZone=3}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=5, turnaroundTime=2212, executionTime=8, waitingTime=2124, serverZone=5}]
[CityServiceResult{result=7571439, methodName='getPopulationOfCountry', inputQuery='Kenya', clientZone=1, turnaroundTime=1779, executionTime=8, waitingTime=1691, serverZone=1}]
[CityServiceResult{result=7375148, methodName='getPopulationOfCountry', inputQuery='Switzerland', clientZone=2, turnaroundTime=447, executionTime=6, waitingTime=271, serverZone=4}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=2, turnaroundTime=1073, executionTime=7, waitingTime=986, serverZone=2}]
[CityServiceResult{result=7571439, methodName='getPopulationOfCountry', inputQuery='Kenya', clientZone=1, turnaroundTime=1868, executionTime=7, waitingTime=1781, serverZone=1}]
[CityServiceResult{result=7287342, methodName='getPopulationOfCountry', inputQuery='Ghana', clientZone=1, turnaroundTime=985, executionTime=7, waitingTime=808, serverZone=3}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=5, turnaroundTime=2307, executionTime=8, waitingTime=2219, serverZone=5}]
[CityServiceResult{result=61881622, methodName='getPopulationOfCountry', inputQuery='Philippines', clientZone=4, turnaroundTime=269, executionTime=7, waitingTime=182, serverZone=4}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=2, turnaroundTime=1163, executionTime=6, waitingTime=1077, serverZone=2}]
[CityServiceResult{result=3639169, methodName='getPopulationOfCountry', inputQuery='Cambodia', clientZone=2, turnaroundTime=1077, executionTime=8, waitingTime=899, serverZone=3}]
[CityServiceResult{result=662818, methodName='getPopulationOfCountry', inputQuery='Burundi', clientZone=1, turnaroundTime=1872, executionTime=8, waitingTime=1784, serverZone=1}]
[CityServiceResult{result=736951, methodName='getPopulationOfCountry', inputQuery='Gambia', clientZone=3, turnaroundTime=2399, executionTime=9, waitingTime=2220, serverZone=5}]
[CityServiceResult{result=3988332, methodName='getPopulationOfCountry', inputQuery='Paraguay', clientZone=2, turnaroundTime=1255, executionTime=7, waitingTime=1168, serverZone=2}]
[CityServiceResult{result=10382487, methodName='getPopulationOfCountry', inputQuery='Hungary', clientZone=3, turnaroundTime=987, executionTime=8, waitingTime=899, serverZone=3}]
[CityServiceResult{result=61881622, methodName='getPopulationOfCountry', inputQuery='Philippines', clientZone=4, turnaroundTime=359, executionTime=8, waitingTime=271, serverZone=4}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=5, turnaroundTime=2309, executionTime=8, waitingTime=2221, serverZone=5}]
[CityServiceResult{result=184225, methodName='getPopulationOfCountry', inputQuery='Guam', clientZone=1, turnaroundTime=1615, executionTime=7, waitingTime=1528, serverZone=1}]
[CityServiceResult{result=2386094, methodName='getPopulationOfCountry', inputQuery='Georgia', clientZone=4, turnaroundTime=360, executionTime=6, waitingTime=274, serverZone=4}]
[CityServiceResult{result=8684197, methodName='getPopulationOfCountry', inputQuery='Cameroon', clientZone=3, turnaroundTime=905, executionTime=6, waitingTime=819, serverZone=3}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=5, turnaroundTime=2309, executionTime=6, waitingTime=2223, serverZone=5}]
[CityServiceResult{result=134594036, methodName='getPopulationOfCountry', inputQuery='Brazil', clientZone=5, turnaroundTime=1436, executionTime=7, waitingTime=1259, serverZone=2}]
[CityServiceResult{result=184225, methodName='getPopulationOfCountry', inputQuery='Guam', clientZone=1, turnaroundTime=1704, executionTime=4, waitingTime=1620, serverZone=1}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=2, turnaroundTime=1256, executionTime=7, waitingTime=1169, serverZone=2}]
[CityServiceResult{result=100848918, methodName='getPopulationOfCountry', inputQuery='Japan', clientZone=1, turnaroundTime=452, executionTime=8, waitingTime=274, serverZone=4}]
[CityServiceResult{result=10074283, methodName='getPopulationOfCountry', inputQuery='Kazakhstan', clientZone=3, turnaroundTime=723, executionTime=6, waitingTime=637, serverZone=3}]
[CityServiceResult{result=53608445, methodName='getPopulationOfCountry', inputQuery='Pakistan', clientZone=5, turnaroundTime=2399, executionTime=6, waitingTime=2313, serverZone=5}]
[CityServiceResult{result=184225, methodName='getPopulationOfCountry', inputQuery='Guam', clientZone=1, turnaroundTime=1795, executionTime=5, waitingTime=1710, serverZone=1}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=5, turnaroundTime=2487, executionTime=4, waitingTime=2403, serverZone=5}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=2, turnaroundTime=1346, executionTime=6, waitingTime=1260, serverZone=2}]
[CityServiceResult{result=662818, methodName='getPopulationOfCountry', inputQuery='Burundi', clientZone=3, turnaroundTime=723, executionTime=7, waitingTime=636, serverZone=3}]
[CityServiceResult{result=4722032, methodName='getPopulationOfCountry', inputQuery='Guinea', clientZone=3, turnaroundTime=543, executionTime=7, waitingTime=366, serverZone=4}]
[CityServiceResult{result=63717971, methodName='getPopulationOfCountry', inputQuery='Turkey', clientZone=1, turnaroundTime=1617, executionTime=8, waitingTime=1529, serverZone=1}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=2, turnaroundTime=1433, executionTime=7, waitingTime=1346, serverZone=2}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=5, turnaroundTime=2577, executionTime=7, waitingTime=2490, serverZone=5}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=1, turnaroundTime=810, executionTime=7, waitingTime=633, serverZone=3}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=4, turnaroundTime=269, executionTime=5, waitingTime=184, serverZone=4}]
[CityServiceResult{result=24859223, methodName='getPopulationOfCountry', inputQuery='Romania', clientZone=1, turnaroundTime=1527, executionTime=4, waitingTime=1443, serverZone=1}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=2, turnaroundTime=1440, executionTime=8, waitingTime=1352, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2497, executionTime=8, waitingTime=2409, serverZone=5}]
[CityServiceResult{result=4896738, methodName='getPopulationOfCountry', inputQuery='Tunisia', clientZone=2, turnaroundTime=902, executionTime=7, waitingTime=725, serverZone=3}]
[CityServiceResult{result=24859223, methodName='getPopulationOfCountry', inputQuery='Romania', clientZone=1, turnaroundTime=1619, executionTime=7, waitingTime=1532, serverZone=1}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=4, turnaroundTime=361, executionTime=8, waitingTime=273, serverZone=4}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=1, turnaroundTime=985, executionTime=2, waitingTime=813, serverZone=3}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=2, turnaroundTime=1442, executionTime=2, waitingTime=1360, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2584, executionTime=2, waitingTime=2502, serverZone=5}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=4, turnaroundTime=443, executionTime=2, waitingTime=361, serverZone=4}]
[CityServiceResult{result=357957, methodName='getPopulationOfCountry', inputQuery='Bahamas', clientZone=1, turnaroundTime=1526, executionTime=2, waitingTime=1444, serverZone=1}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=3, turnaroundTime=889, executionTime=2, waitingTime=807, serverZone=3}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=4, turnaroundTime=440, executionTime=2, waitingTime=358, serverZone=4}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=1, turnaroundTime=1612, executionTime=2, waitingTime=1530, serverZone=1}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=2, turnaroundTime=1526, executionTime=1, waitingTime=1445, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2670, executionTime=2, waitingTime=2588, serverZone=5}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=3, turnaroundTime=977, executionTime=2, waitingTime=895, serverZone=3}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=1, turnaroundTime=526, executionTime=2, waitingTime=354, serverZone=4}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=1, turnaroundTime=1699, executionTime=2, waitingTime=1617, serverZone=1}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=5, turnaroundTime=2672, executionTime=2, waitingTime=2590, serverZone=5}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=2, turnaroundTime=1612, executionTime=2, waitingTime=1530, serverZone=2}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=3, turnaroundTime=973, executionTime=2, waitingTime=891, serverZone=3}]
[CityServiceResult{result=357957, methodName='getPopulationOfCountry', inputQuery='Bahamas', clientZone=1, turnaroundTime=1610, executionTime=2, waitingTime=1528, serverZone=1}]
[CityServiceResult{result=13020316, methodName='getPopulationOfCountry', inputQuery='Chile', clientZone=4, turnaroundTime=434, executionTime=2, waitingTime=352, serverZone=4}]
[CityServiceResult{result=8480241, methodName='getPopulationOfCountry', inputQuery='Israel', clientZone=2, turnaroundTime=1697, executionTime=2, waitingTime=1615, serverZone=2}]
[CityServiceResult{result=53608445, methodName='getPopulationOfCountry', inputQuery='Pakistan', clientZone=5, turnaroundTime=2754, executionTime=2, waitingTime=2672, serverZone=5}]
[CityServiceResult{result=53608445, methodName='getPopulationOfCountry', inputQuery='Pakistan', clientZone=5, turnaroundTime=2842, executionTime=6, waitingTime=2756, serverZone=5}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=3, turnaroundTime=1063, executionTime=6, waitingTime=977, serverZone=3}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=4, turnaroundTime=345, executionTime=6, waitingTime=259, serverZone=4}]
[CityServiceResult{result=61881622, methodName='getPopulationOfCountry', inputQuery='Philippines', clientZone=2, turnaroundTime=1785, executionTime=5, waitingTime=1700, serverZone=2}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=1, turnaroundTime=1608, executionTime=6, waitingTime=1522, serverZone=1}]
[CityServiceResult{result=53608445, methodName='getPopulationOfCountry', inputQuery='Pakistan', clientZone=5, turnaroundTime=2853, executionTime=7, waitingTime=2766, serverZone=5}]
[CityServiceResult{result=7375148, methodName='getPopulationOfCountry', inputQuery='Switzerland', clientZone=2, turnaroundTime=1697, executionTime=7, waitingTime=1610, serverZone=2}]
[CityServiceResult{result=134594036, methodName='getPopulationOfCountry', inputQuery='Brazil', clientZone=3, turnaroundTime=1155, executionTime=8, waitingTime=1067, serverZone=3}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=1, turnaroundTime=1700, executionTime=7, waitingTime=1613, serverZone=1}]
[CityServiceResult{result=53608445, methodName='getPopulationOfCountry', inputQuery='Pakistan', clientZone=5, turnaroundTime=2939, executionTime=6, waitingTime=2853, serverZone=5}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=2, turnaroundTime=1697, executionTime=5, waitingTime=1612, serverZone=2}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=3, turnaroundTime=1152, executionTime=5, waitingTime=1067, serverZone=3}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=1, turnaroundTime=1789, executionTime=4, waitingTime=1705, serverZone=1}]
[CityServiceResult{result=134594036, methodName='getPopulationOfCountry', inputQuery='Brazil', clientZone=4, turnaroundTime=170, executionTime=2, waitingTime=88, serverZone=4}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=5, turnaroundTime=2584, executionTime=2, waitingTime=2502, serverZone=5}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=2, turnaroundTime=1785, executionTime=3, waitingTime=1702, serverZone=2}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=3, turnaroundTime=1236, executionTime=2, waitingTime=1154, serverZone=3}]
[CityServiceResult{result=1073335, methodName='getPopulationOfCountry', inputQuery='Botswana', clientZone=1, turnaroundTime=1875, executionTime=2, waitingTime=1793, serverZone=1}]
[CityServiceResult{result=64035243, methodName='getPopulationOfCountry', inputQuery='Indonesia', clientZone=1, turnaroundTime=1602, executionTime=6, waitingTime=1516, serverZone=1}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=5, turnaroundTime=2672, executionTime=7, waitingTime=2585, serverZone=5}]
[CityServiceResult{result=1565638, methodName='getPopulationOfCountry', inputQuery='Togo', clientZone=2, turnaroundTime=1877, executionTime=7, waitingTime=1790, serverZone=2}]
[CityServiceResult{result=7287342, methodName='getPopulationOfCountry', inputQuery='Ghana', clientZone=5, turnaroundTime=1332, executionTime=7, waitingTime=1155, serverZone=3}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=1, turnaroundTime=1503, executionTime=4, waitingTime=1419, serverZone=1}]
[CityServiceResult{result=361020, methodName='getPopulationOfCountry', inputQuery='Comoros', clientZone=5, turnaroundTime=2762, executionTime=5, waitingTime=2677, serverZone=5}]
[CityServiceResult{result=1907246, methodName='getPopulationOfCountry', inputQuery='Tajikistan', clientZone=2, turnaroundTime=1511, executionTime=4, waitingTime=1427, serverZone=2}]
[CityServiceResult{result=3157852, methodName='getPopulationOfCountry', inputQuery='Croatia', clientZone=3, turnaroundTime=1326, executionTime=5, waitingTime=1241, serverZone=3}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=1, turnaroundTime=1408, executionTime=4, waitingTime=1324, serverZone=1}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=5, turnaroundTime=2235, executionTime=5, waitingTime=2150, serverZone=5}]
[CityServiceResult{result=4896738, methodName='getPopulationOfCountry', inputQuery='Tunisia', clientZone=3, turnaroundTime=1237, executionTime=5, waitingTime=1152, serverZone=3}]
[CityServiceResult{result=357957, methodName='getPopulationOfCountry', inputQuery='Bahamas', clientZone=2, turnaroundTime=1327, executionTime=5, waitingTime=1242, serverZone=2}]
[CityServiceResult{result=31731367, methodName='getPopulationOfCountry', inputQuery='Canada', clientZone=1, turnaroundTime=1317, executionTime=4, waitingTime=1233, serverZone=1}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=2, turnaroundTime=259, executionTime=4, waitingTime=85, serverZone=4}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=3, turnaroundTime=1140, executionTime=1, waitingTime=1059, serverZone=3}]
[CityServiceResult{result=3006587, methodName='getPopulationOfCountry', inputQuery='Slovakia', clientZone=5, turnaroundTime=2319, executionTime=2, waitingTime=2237, serverZone=5}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=4, turnaroundTime=1413, executionTime=2, waitingTime=1241, serverZone=2}]
[CityServiceResult{result=3328228, methodName='getPopulationOfCountry', inputQuery='Honduras', clientZone=4, turnaroundTime=1048, executionTime=2, waitingTime=876, serverZone=1}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=2, turnaroundTime=346, executionTime=2, waitingTime=174, serverZone=4}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=2, turnaroundTime=1317, executionTime=2, waitingTime=1235, serverZone=2}]
[CityServiceResult{result=61881622, methodName='getPopulationOfCountry', inputQuery='Philippines', clientZone=3, turnaroundTime=1136, executionTime=2, waitingTime=1054, serverZone=3}]
[CityServiceResult{result=3006587, methodName='getPopulationOfCountry', inputQuery='Slovakia', clientZone=5, turnaroundTime=2407, executionTime=2, waitingTime=2325, serverZone=5}]
[CityServiceResult{result=1680347, methodName='getPopulationOfCountry', inputQuery='Chad', clientZone=1, turnaroundTime=880, executionTime=3, waitingTime=797, serverZone=1}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=4, turnaroundTime=254, executionTime=3, waitingTime=171, serverZone=4}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=2, turnaroundTime=1404, executionTime=3, waitingTime=1321, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2309, executionTime=3, waitingTime=2226, serverZone=5}]
[CityServiceResult{result=7287342, methodName='getPopulationOfCountry', inputQuery='Ghana', clientZone=5, turnaroundTime=1315, executionTime=3, waitingTime=1142, serverZone=3}]
[CityServiceResult{result=1680347, methodName='getPopulationOfCountry', inputQuery='Chad', clientZone=1, turnaroundTime=972, executionTime=5, waitingTime=887, serverZone=1}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=4, turnaroundTime=345, executionTime=6, waitingTime=259, serverZone=4}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2309, executionTime=6, waitingTime=2223, serverZone=5}]
[CityServiceResult{result=21079844, methodName='getPopulationOfCountry', inputQuery='Peru', clientZone=3, turnaroundTime=1313, executionTime=6, waitingTime=1227, serverZone=3}]
[CityServiceResult{result=8833274, methodName='getPopulationOfCountry', inputQuery='Greece', clientZone=2, turnaroundTime=1495, executionTime=6, waitingTime=1409, serverZone=2}]
[CityServiceResult{result=1680347, methodName='getPopulationOfCountry', inputQuery='Chad', clientZone=1, turnaroundTime=1060, executionTime=5, waitingTime=975, serverZone=1}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=4, turnaroundTime=350, executionTime=7, waitingTime=263, serverZone=4}]
[CityServiceResult{result=21079844, methodName='getPopulationOfCountry', inputQuery='Peru', clientZone=3, turnaroundTime=1406, executionTime=7, waitingTime=1319, serverZone=3}]
[CityServiceResult{result=64035243, methodName='getPopulationOfCountry', inputQuery='Indonesia', clientZone=3, turnaroundTime=1587, executionTime=7, waitingTime=1410, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2402, executionTime=7, waitingTime=2315, serverZone=5}]
[CityServiceResult{result=1680347, methodName='getPopulationOfCountry', inputQuery='Chad', clientZone=1, turnaroundTime=1148, executionTime=4, waitingTime=1064, serverZone=1}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=4, turnaroundTime=443, executionTime=6, waitingTime=357, serverZone=4}]
[CityServiceResult{result=21079844, methodName='getPopulationOfCountry', inputQuery='Peru', clientZone=3, turnaroundTime=1495, executionTime=6, waitingTime=1409, serverZone=3}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=2, turnaroundTime=1591, executionTime=6, waitingTime=1505, serverZone=2}]
[CityServiceResult{result=7348242, methodName='getPopulationOfCountry', inputQuery='Bolivia', clientZone=5, turnaroundTime=2492, executionTime=6, waitingTime=2406, serverZone=5}]
[CityServiceResult{result=233433, methodName='getPopulationOfCountry', inputQuery='Bhutan', clientZone=1, turnaroundTime=1141, executionTime=3, waitingTime=1058, serverZone=1}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=4, turnaroundTime=445, executionTime=2, waitingTime=363, serverZone=4}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=1, turnaroundTime=2577, executionTime=2, waitingTime=2405, serverZone=5}]
[CityServiceResult{result=21079844, methodName='getPopulationOfCountry', inputQuery='Peru', clientZone=3, turnaroundTime=1582, executionTime=1, waitingTime=1501, serverZone=3}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=2, turnaroundTime=1677, executionTime=2, waitingTime=1595, serverZone=2}]
[CityServiceResult{result=673504000, methodName='getPopulationOfCountry', inputQuery='China', clientZone=1, turnaroundTime=1141, executionTime=6, waitingTime=1055, serverZone=1}]
[CityServiceResult{result=63717971, methodName='getPopulationOfCountry', inputQuery='Turkey', clientZone=2, turnaroundTime=1501, executionTime=3, waitingTime=1418, serverZone=2}]
[CityServiceResult{result=3022187, methodName='getPopulationOfCountry', inputQuery='Benin', clientZone=4, turnaroundTime=532, executionTime=4, waitingTime=448, serverZone=4}]
[CityServiceResult{result=7287342, methodName='getPopulationOfCountry', inputQuery='Ghana', clientZone=5, turnaroundTime=2572, executionTime=2, waitingTime=2490, serverZone=5}]
